SWD;SWDtop;CU;CM;CD;TT2M;ST;RH2m;WS10m;WS100m;PREC;SNOW;Month;Day;Hour
0.0;0.0;1.0;0.0;0.28;9.29;9.29;74.4;1.71;4.07;0.0;0.0;4;29;2.25
0.0;0.0;1.0;0.0;0.28;9.39;9.39;74.69;1.45;3.46;0.0;0.0;4;29;2.5
0.0;0.0;1.0;0.0;0.28;9.35;9.35;75.32;1.4;3.32;0.0;0.0;4;29;2.75
0.0;0.0;1.0;0.0;0.28;9.33;9.33;75.86;1.42;3.36;0.0;0.0;4;29;3.0
0.0;0.0;1.0;0.0;0.27;9.27;9.27;76.64;1.51;3.43;0.0;0.0;4;29;3.25
0.0;0.0;1.0;0.0;0.27;9.13;9.13;77.76;1.43;3.28;0.0;0.0;4;29;3.5
0.0;0.0;1.0;0.0;0.27;9.02;9.02;78.7;1.3;3.03;0.0;0.0;4;29;3.75
0.0;0.0;1.0;0.0;0.27;8.79;8.79;80.28;1.38;3.01;0.0;0.0;4;29;4.0
0.0;0.0;1.0;0.0;0.9;8.86;8.86;80.52;1.51;3.29;0.0;0.0;4;29;4.25
0.0;0.0;1.0;0.0;0.9;9.08;9.08;80.39;1.6;3.47;0.0;0.0;4;29;4.5
0.0;0.0;1.0;0.0;0.9;9.1;9.1;81.27;1.69;3.38;0.0;0.0;4;29;4.75
0.0;0.0;1.0;0.0;0.9;9.05;9.05;82.08;1.63;3.38;0.0;0.0;4;29;5.0
0.0;0.0;1.0;0.0;0.97;9.02;9.02;82.49;1.52;3.28;0.0;0.0;4;29;5.25
0.0;0.0;1.0;0.0;0.97;9.01;9.01;82.67;1.44;3.12;0.0;0.0;4;29;5.5
0.0;0.0;1.0;0.0;0.97;8.99;8.99;82.77;1.44;3.01;0.0;0.0;4;29;5.75
0.0;0.0;1.0;0.0;0.97;8.95;8.95;82.92;1.49;3.02;0.0;0.0;4;29;6.0
0.0;0.0;1.0;0.0;0.6;8.78;8.78;83.67;1.55;3.08;0.0;0.0;4;29;6.25
0.0;0.0;1.0;0.0;0.6;8.6;8.6;84.46;1.54;3.27;0.0;0.0;4;29;6.5
0.0;0.0;1.0;0.0;0.6;8.5;8.5;84.87;1.51;3.4;0.0;0.0;4;29;6.75
0.0;0.0;1.0;0.0;0.6;8.42;8.42;85.13;1.46;3.31;0.0;0.0;4;29;7.0
27.57;110.2;1.0;0.0;0.0;8.23;8.23;86.44;1.44;3.14;0.0;0.0;4;29;7.25
27.57;110.2;1.0;0.0;0.0;8.05;8.05;87.49;1.4;3.04;0.0;0.0;4;29;7.5
72.31;230.12;1.0;0.0;0.0;8.15;8.15;87.69;1.31;2.96;0.0;0.0;4;29;7.75
78.37;253.62;1.0;0.0;0.0;8.25;8.25;87.64;1.27;2.74;0.0;0.0;4;29;8.0
94.81;325.62;1.0;0.01;0.01;8.38;8.38;87.43;1.21;2.58;0.0;0.0;4;29;8.25
107.81;374.35;1.0;0.04;0.01;8.53;8.53;86.97;1.27;2.58;0.0;0.0;4;29;8.5
121.09;421.58;1.0;0.07;0.01;8.73;8.73;86.13;1.41;2.7;0.0;0.0;4;29;8.75
134.62;467.48;1.0;0.1;0.01;8.94;8.94;85.02;1.54;2.84;0.0;0.0;4;29;9.0
158.76;536.26;1.0;0.14;0.01;9.18;9.18;83.77;1.61;2.93;0.0;0.0;4;29;9.25
186.43;581.7;1.0;0.14;0.01;9.44;9.44;82.31;1.62;2.96;0.0;0.0;4;29;9.5
224.68;625.17;1.0;0.11;0.01;9.77;9.77;80.48;1.59;2.93;0.0;0.0;4;29;9.75
272.2;666.91;1.0;0.05;0.01;10.16;10.16;77.74;1.62;2.72;0.0;0.0;4;29;10.0
372.31;727.77;1.0;0.01;0.0;10.55;10.55;75.32;1.55;2.38;0.0;0.0;4;29;10.25
415.8;766.83;1.0;0.01;0.01;10.95;10.95;73.5;1.48;2.2;0.0;0.0;4;29;10.5
453.97;803.57;1.0;0.01;0.01;11.46;11.46;71.31;1.53;2.26;0.0;0.0;4;29;10.75
487.51;838.29;1.0;0.01;0.01;11.99;11.99;68.87;1.72;2.54;0.0;0.0;4;29;11.0
537.74;887.1;1.0;0.02;0.0;12.42;12.42;66.84;1.85;2.66;0.0;0.0;4;29;11.25
570.41;917.11;1.0;0.01;0.0;12.83;12.83;65.07;1.88;2.68;0.0;0.0;4;29;11.5
603.45;944.62;1.0;0.01;0.0;13.28;13.28;63.2;1.94;2.76;0.0;0.0;4;29;11.75
636.84;969.97;1.0;0.01;0.0;13.79;13.79;61.32;2.07;2.96;0.0;0.0;4;29;12.0
679.97;1003.39;1.0;0.0;0.0;14.27;14.27;59.75;2.22;3.21;0.0;0.0;4;29;12.25
702.53;1022.3;1.0;0.0;0.0;14.56;14.56;58.85;2.41;3.43;0.0;0.0;4;29;12.5
720.45;1038.72;1.0;0.0;0.0;14.67;14.67;58.48;2.58;3.67;0.0;0.0;4;29;12.75
734.29;1052.96;1.0;0.0;0.0;14.98;14.98;57.65;2.74;3.98;0.0;0.0;4;29;13.0
745.25;1068.72;1.0;0.0;0.0;15.31;15.31;56.76;2.9;4.29;0.0;0.0;4;29;13.25
749.86;1075.25;1.0;0.0;0.0;15.62;15.62;55.76;3.01;4.5;0.0;0.0;4;29;13.5
745.72;1079.44;1.0;0.0;0.01;15.88;15.88;54.75;2.96;4.37;0.0;0.0;4;29;13.75
733.92;1081.6;1.0;0.0;0.03;15.93;15.93;54.31;2.73;3.9;0.0;0.0;4;29;14.0
507.8;1078.63;1.0;0.01;0.45;15.72;15.72;54.85;2.62;3.69;0.0;0.0;4;29;14.25
318.58;1072.33;1.0;0.01;0.82;15.46;15.46;55.76;2.89;4.26;0.0;0.0;4;29;14.5
242.87;1064.02;1.0;0.02;0.93;15.19;15.19;56.53;3.4;5.4;0.0;0.0;4;29;14.75
266.49;1053.96;1.0;0.02;0.81;15.23;15.23;55.84;3.78;6.25;0.0;0.0;4;29;15.0
195.17;1032.45;1.0;0.02;1.0;15.13;15.13;55.59;3.6;5.99;0.0;0.0;4;29;15.25
380.82;1013.75;1.0;0.02;0.57;15.31;15.31;55.09;3.02;4.99;0.0;0.0;4;29;15.5
435.0;993.5;1.0;0.03;0.43;15.77;15.77;53.97;2.68;4.3;0.0;0.0;4;29;15.75
374.15;971.9;1.0;0.03;0.52;15.84;15.84;53.95;2.6;4.1;0.0;0.0;4;29;16.0
158.25;933.32;1.0;0.03;1.0;15.55;15.55;54.83;2.74;4.36;0.0;0.0;4;29;16.25
134.95;903.5;1.0;0.04;1.0;15.27;15.27;55.99;2.88;4.69;0.0;0.0;4;29;16.5
104.46;872.69;1.0;0.38;1.0;15.04;15.04;57.22;2.91;4.85;0.0;0.0;4;29;16.75
67.7;841.02;1.0;1.0;1.0;14.81;14.81;58.45;2.78;4.72;0.0;0.0;4;29;17.0
64.07;788.0;1.0;1.0;1.0;14.73;14.73;59.24;2.64;4.51;0.0;0.0;4;29;17.25
142.81;749.09;1.0;1.0;0.6;14.78;14.78;59.91;2.35;4.05;0.0;0.0;4;29;17.5
199.67;709.82;1.0;1.0;0.28;15.06;15.06;59.85;1.96;3.32;0.01;0.0;4;29;17.75
237.36;670.25;1.0;1.0;0.03;15.34;15.34;60.39;1.77;2.9;0.02;0.0;4;29;18.0
236.81;606.4;1.0;1.0;0.05;15.48;15.48;62.85;1.91;3.15;0.05;0.0;4;29;18.25
218.51;561.05;1.0;1.0;0.02;15.38;15.38;66.21;2.41;4.09;0.04;0.0;4;29;18.5
178.64;516.0;0.99;1.0;0.03;14.97;14.97;69.34;3.04;5.21;0.07;0.0;4;29;18.75
119.9;471.21;0.97;1.0;0.08;14.36;14.36;72.15;3.13;5.51;0.05;0.0;4;29;19.0
74.08;400.89;1.0;1.0;0.25;13.95;13.95;74.96;2.64;4.97;0.07;0.0;4;29;19.25
62.62;352.19;1.0;1.0;0.24;13.7;13.7;79.12;2.17;4.54;0.05;0.0;4;29;19.5
57.22;304.42;1.0;1.0;0.16;13.54;13.54;82.31;1.98;4.57;0.06;0.0;4;29;19.75
57.11;257.48;1.0;1.0;0.03;13.46;13.46;81.34;2.23;5.12;0.03;0.0;4;29;20.0
47.34;185.47;1.0;1.0;0.0;13.39;13.39;74.2;3.14;6.12;0.01;0.0;4;29;20.25
37.62;136.74;0.67;0.52;0.0;13.09;13.09;69.29;3.3;6.26;0.0;0.0;4;29;20.5
20.62;78.64;0.18;0.04;0.01;12.85;12.85;67.73;2.84;5.77;0.0;0.0;4;29;20.75
20.62;78.64;0.18;0.04;0.01;12.7;12.7;67.61;2.61;5.69;0.0;0.0;4;29;21.0
0.0;0.0;0.0;0.0;0.0;12.61;12.61;65.17;2.89;5.99;0.0;0.0;4;29;21.25
0.0;0.0;0.0;0.0;0.0;12.49;12.49;62.66;3.03;6.07;0.0;0.0;4;29;21.5
0.0;0.0;0.0;0.0;0.0;12.38;12.38;61.41;2.99;6.07;0.0;0.0;4;29;21.75
0.0;0.0;0.0;0.0;0.0;12.32;12.32;61.54;3.17;6.42;0.0;0.0;4;29;22.0
0.0;0.0;0.0;0.0;0.0;12.23;12.23;63.27;3.68;7.06;0.0;0.0;4;29;22.25
0.0;0.0;0.0;0.0;0.0;11.96;11.96;65.97;4.06;7.44;0.0;0.0;4;29;22.5
0.0;0.0;0.0;0.0;0.0;7.55;7.55;77.79;3.73;6.67;0.0;0.0;4;30;2.25
0.0;0.0;0.0;0.0;0.0;7.39;7.39;78.24;3.69;6.63;0.0;0.0;4;30;2.5
0.0;0.0;0.0;0.0;0.0;7.25;7.25;78.54;3.63;6.54;0.0;0.0;4;30;2.75
0.0;0.0;0.0;0.0;0.0;7.13;7.13;78.73;3.59;6.5;0.0;0.0;4;30;3.0
0.0;0.0;0.0;0.0;0.0;7.01;7.01;78.89;3.58;6.49;0.0;0.0;4;30;3.25
0.0;0.0;0.0;0.0;0.0;6.9;6.9;79.07;3.59;6.5;0.0;0.0;4;30;3.5
0.0;0.0;0.0;0.0;0.0;6.8;6.8;79.3;3.59;6.5;0.0;0.0;4;30;3.75
0.0;0.0;0.0;0.0;0.0;6.72;6.72;79.57;3.6;6.5;0.0;0.0;4;30;4.0
0.0;0.0;0.0;0.0;0.0;6.63;6.63;79.9;3.58;6.47;0.0;0.0;4;30;4.25
0.0;0.0;0.0;0.0;0.0;6.53;6.53;80.29;3.56;6.43;0.0;0.0;4;30;4.5
0.0;0.0;0.0;0.0;0.0;6.42;6.42;80.69;3.56;6.42;0.0;0.0;4;30;4.75
0.0;0.0;0.0;0.0;0.0;6.3;6.3;81.17;3.57;6.44;0.0;0.0;4;30;5.0
0.0;0.0;0.0;0.0;0.0;6.17;6.17;81.74;3.6;6.49;0.0;0.0;4;30;5.25
0.0;0.0;0.0;0.0;0.0;6.05;6.05;82.29;3.6;6.49;0.0;0.0;4;30;5.5
0.0;0.0;0.0;0.0;0.0;5.93;5.93;82.77;3.52;6.38;0.0;0.0;4;30;5.75
0.0;0.0;0.0;0.0;0.0;5.83;5.83;83.14;3.34;6.14;0.0;0.0;4;30;6.0
0.0;0.0;0.0;1.0;0.0;5.85;5.85;82.9;3.16;5.83;0.0;0.0;4;30;6.25
0.0;0.0;0.0;1.0;0.0;5.9;5.9;82.5;3.12;5.66;0.0;0.0;4;30;6.5
0.0;0.0;0.0;1.0;0.0;5.91;5.91;82.32;3.15;5.66;0.0;0.0;4;30;6.75
0.0;0.0;0.0;1.0;0.0;5.9;5.9;82.21;3.19;5.72;0.0;0.0;4;30;7.0
36.35;115.33;0.0;0.45;0.0;5.87;5.87;82.83;3.22;5.77;0.0;0.0;4;30;7.25
36.35;115.33;0.0;0.45;0.0;5.8;5.8;83.34;3.21;5.75;0.0;0.0;4;30;7.5
115.31;235.01;0.0;0.01;0.0;5.8;5.8;83.89;3.17;5.66;0.0;0.0;4;30;7.75
131.51;258.46;0.0;0.0;0.0;5.87;5.87;83.58;3.15;5.53;0.0;0.0;4;30;8.0
182.54;330.33;0.0;0.0;0.0;6.0;6.0;82.76;3.08;5.38;0.0;0.0;4;30;8.25
220.98;378.97;0.0;0.0;0.0;6.16;6.16;81.54;3.01;5.21;0.0;0.0;4;30;8.5
259.15;426.11;0.0;0.0;0.01;6.39;6.39;80.08;2.96;5.07;0.0;0.0;4;30;8.75
297.08;471.94;0.0;0.0;0.01;6.63;6.63;78.62;2.96;4.99;0.0;0.0;4;30;9.0
355.1;540.6;0.0;0.0;0.01;6.88;6.88;77.43;2.94;4.89;0.0;0.0;4;30;9.25
389.6;585.96;0.08;0.0;0.01;7.12;7.12;76.36;2.87;4.71;0.0;0.0;4;30;9.5
417.85;629.35;0.23;0.03;0.01;7.4;7.4;75.22;2.8;4.53;0.0;0.0;4;30;9.75
440.64;671.02;0.45;0.07;0.01;7.7;7.7;73.98;2.75;4.4;0.0;0.0;4;30;10.0
478.6;731.8;0.55;0.24;0.0;8.01;8.01;72.7;2.75;4.36;0.0;0.0;4;30;10.25
503.27;770.79;0.7;0.26;0.0;8.34;8.34;71.31;2.79;4.39;0.0;0.0;4;30;10.5
528.93;807.48;0.82;0.26;0.0;8.69;8.69;69.76;2.86;4.5;0.0;0.0;4;30;10.75
555.47;842.16;0.92;0.24;0.0;9.07;9.07;68.04;2.96;4.64;0.0;0.0;4;30;11.0
597.47;890.91;0.98;0.19;0.0;9.38;9.38;65.72;3.13;4.85;0.0;0.0;4;30;11.25
623.45;920.88;0.99;0.19;0.0;9.58;9.58;63.16;3.26;5.01;0.0;0.0;4;30;11.5
647.56;948.36;1.0;0.18;0.0;9.78;9.78;61.38;3.26;5.02;0.0;0.0;4;30;11.75
670.04;973.68;1.0;0.17;0.0;10.03;10.03;59.89;3.25;5.03;0.0;0.0;4;30;12.0
705.97;1007.08;0.94;0.15;0.0;10.29;10.29;58.6;3.28;5.07;0.0;0.0;4;30;12.25
731.92;1025.98;0.8;0.12;0.0;10.55;10.55;57.55;3.31;5.12;0.0;0.0;4;30;12.5
755.89;1042.39;0.65;0.09;0.0;10.8;10.8;56.66;3.32;5.12;0.0;0.0;4;30;12.75
778.14;1056.63;0.5;0.05;0.0;11.07;11.07;55.73;3.33;5.13;0.0;0.0;4;30;13.0
808.84;1072.4;0.2;0.01;0.0;11.32;11.32;54.87;3.36;5.15;0.0;0.0;4;30;13.25
820.84;1078.94;0.09;0.0;0.0;11.53;11.53;54.14;3.38;5.17;0.0;0.0;4;30;13.5
827.96;1083.16;0.02;0.0;0.0;11.68;11.68;53.35;3.39;5.15;0.0;0.0;4;30;13.75
830.82;1085.34;0.0;0.0;0.0;11.74;11.74;52.33;3.39;5.07;0.0;0.0;4;30;14.0
827.36;1082.41;0.0;0.0;0.0;11.76;11.76;51.76;3.32;4.92;0.0;0.0;4;30;14.25
816.86;1076.15;0.0;0.0;0.01;11.81;11.81;52.39;3.17;4.66;0.0;0.0;4;30;14.5
800.81;1067.89;0.0;0.0;0.03;11.93;11.93;53.69;3.01;4.42;0.0;0.0;4;30;14.75
779.88;1057.87;0.0;0.0;0.05;12.08;12.08;54.91;2.92;4.28;0.0;0.0;4;30;15.0
759.78;1036.44;0.0;0.0;0.05;12.26;12.26;55.42;2.9;4.25;0.0;0.0;4;30;15.25
755.44;1017.8;0.0;0.0;0.02;12.47;12.47;55.27;2.93;4.29;0.0;0.0;4;30;15.5
732.1;997.62;0.0;0.0;0.03;12.71;12.71;54.78;2.94;4.29;0.0;0.0;4;30;15.75
692.13;976.08;0.0;0.0;0.08;12.9;12.9;54.62;3.04;4.51;0.0;0.0;4;30;16.0
250.91;937.61;0.0;0.0;1.0;12.64;12.64;56.03;3.29;5.09;0.0;0.0;4;30;16.25
314.1;907.87;0.0;0.0;0.82;12.39;12.39;57.12;3.39;5.44;0.0;0.0;4;30;16.5
434.48;877.14;0.0;0.0;0.48;12.43;12.43;57.05;3.45;5.62;0.0;0.0;4;30;16.75
604.91;845.55;0.0;0.0;0.02;12.77;12.77;56.05;3.66;5.98;0.0;0.0;4;30;17.0
567.44;792.66;0.0;0.0;0.0;12.79;12.79;56.11;3.77;6.14;0.0;0.0;4;30;17.25
533.68;753.84;0.0;0.0;0.0;12.7;12.7;56.67;3.73;6.06;0.0;0.0;4;30;17.5
499.32;714.67;0.0;0.0;0.0;12.55;12.55;57.48;3.67;6.01;0.0;0.0;4;30;17.75
464.46;675.18;0.0;0.0;0.0;12.39;12.39;58.68;3.65;6.03;0.0;0.0;4;30;18.0
409.98;611.48;0.0;0.0;0.0;12.21;12.21;61.58;3.85;6.45;0.0;0.0;4;30;18.25
370.82;566.22;0.0;0.0;0.01;11.81;11.81;65.18;4.01;6.84;0.0;0.0;4;30;18.5
333.02;521.27;0.0;0.0;0.01;11.41;11.41;65.54;3.71;6.36;0.0;0.0;4;30;18.75
296.41;476.57;0.0;0.0;0.0;11.25;11.25;63.9;3.42;5.81;0.0;0.0;4;30;19.0
237.85;406.39;0.0;0.0;0.0;11.15;11.15;62.71;3.1;5.21;0.0;0.0;4;30;19.25
201.42;357.79;0.0;0.0;0.0;11.09;11.09;62.53;2.75;4.61;0.0;0.0;4;30;19.5
166.58;310.12;0.0;0.0;0.0;11.02;11.02;63.31;2.55;4.26;0.0;0.0;4;30;19.75
133.14;263.26;0.0;0.0;0.01;10.88;10.88;64.92;2.47;4.13;0.0;0.0;4;30;20.0
83.27;191.39;0.0;0.0;0.04;10.7;10.7;66.73;2.31;3.89;0.0;0.0;4;30;20.25
43.59;142.75;0.0;0.0;0.37;10.59;10.59;68.29;2.26;3.91;0.0;0.0;4;30;20.5
8.48;84.75;0.0;0.0;0.82;10.52;10.52;69.86;2.61;4.55;0.0;0.0;4;30;20.75
8.48;84.75;0.0;0.0;0.82;10.26;10.26;71.31;2.7;4.7;0.0;0.0;4;30;21.0
0.0;0.0;0.0;0.0;0.2;9.85;9.85;71.49;2.32;4.13;0.0;0.0;4;30;21.25
0.0;0.0;0.0;0.0;0.07;9.53;9.53;71.94;2.03;3.95;0.0;0.0;4;30;21.5
0.0;0.0;0.0;0.0;0.0;9.29;9.29;73.08;1.97;4.15;0.0;0.0;4;30;21.75
0.0;0.0;0.0;0.0;0.0;8.86;8.86;75.39;1.78;4.08;0.0;0.0;4;30;22.0
0.0;0.0;0.0;0.0;0.03;8.06;8.06;79.26;1.64;3.87;0.0;0.0;4;30;22.25
0.0;0.0;0.0;0.0;0.03;8.65;8.65;76.08;1.57;3.8;0.0;0.0;4;30;22.5
0.0;0.0;0.0;0.0;0.01;7.33;7.33;81.81;1.87;4.97;0.0;0.0;5;1;2.25
0.0;0.0;0.0;0.0;0.02;7.03;7.03;83.73;1.76;5.09;0.0;0.0;5;1;2.5
0.0;0.0;0.0;0.0;0.03;6.76;6.76;85.54;1.67;5.1;0.0;0.0;5;1;2.75
0.0;0.0;0.0;0.0;0.03;6.47;6.47;87.21;1.66;5.04;0.0;0.0;5;1;3.0
0.0;0.0;0.0;0.0;0.14;6.35;6.35;87.57;1.66;5.02;0.0;0.0;5;1;3.25
0.0;0.0;0.0;0.0;0.14;6.37;6.37;87.44;1.68;5.0;0.0;0.0;5;1;3.5
0.0;0.0;0.0;0.0;0.14;6.37;6.37;87.38;1.66;4.91;0.0;0.0;5;1;3.75
0.0;0.0;0.0;0.0;0.14;6.31;6.31;87.6;1.64;4.79;0.0;0.0;5;1;4.0
0.0;0.0;0.0;0.0;0.0;6.14;6.14;88.53;1.66;4.7;0.0;0.0;5;1;4.25
0.0;0.0;0.0;0.0;0.0;5.99;5.99;89.41;1.64;4.64;0.0;0.0;5;1;4.5
0.0;0.0;0.0;0.0;0.0;5.83;5.83;89.92;1.61;4.49;0.0;0.0;5;1;4.75
0.0;0.0;0.0;0.0;0.0;5.69;5.69;90.25;1.55;4.31;0.0;0.0;5;1;5.0
0.0;0.0;0.0;0.0;0.03;5.45;5.45;90.95;1.52;4.15;0.0;0.0;5;1;5.25
0.0;0.0;0.0;0.0;0.03;5.04;5.04;92.6;1.61;4.03;0.0;0.0;5;1;5.5
0.0;0.0;0.0;0.0;0.03;5.35;5.35;90.48;1.69;3.97;0.0;0.0;5;1;5.75
0.0;0.0;0.0;0.0;0.03;5.53;5.53;89.3;1.75;3.97;0.0;0.0;5;1;6.0
0.0;0.0;0.0;0.0;0.22;5.69;5.69;88.66;1.69;3.97;0.0;0.0;5;1;6.25
0.0;0.0;0.0;0.0;0.22;5.75;5.75;88.69;1.48;3.96;0.0;0.0;5;1;6.5
0.0;0.0;0.0;0.0;0.22;5.82;5.82;89.02;1.22;3.91;0.0;0.0;5;1;6.75
0.0;0.0;0.0;0.0;0.22;6.0;6.0;88.74;0.98;3.8;0.0;0.0;5;1;7.0
10.19;120.41;0.0;0.0;1.0;6.34;6.34;88.49;0.76;3.62;0.0;0.0;5;1;7.25
10.19;120.41;0.0;0.0;1.0;6.46;6.46;89.3;0.65;3.41;0.0;0.0;5;1;7.5
25.3;239.85;0.05;0.0;1.0;6.67;6.67;89.54;0.6;3.2;0.0;0.0;5;1;7.75
28.83;263.26;0.07;0.0;1.0;6.82;6.82;89.61;0.64;3.0;0.0;0.0;5;1;8.0
41.96;334.99;0.07;0.0;1.0;7.01;7.01;89.47;0.77;2.7;0.0;0.0;5;1;8.25
54.06;383.54;0.04;0.0;1.0;7.17;7.17;89.41;0.86;2.45;0.0;0.0;5;1;8.5
67.76;430.6;0.01;0.0;1.0;7.3;7.3;89.48;0.87;2.26;0.0;0.0;5;1;8.75
82.84;476.34;0.0;0.0;1.0;7.45;7.45;89.47;0.88;2.16;0.0;0.0;5;1;9.0
111.69;544.88;0.0;0.0;1.0;7.63;7.63;89.42;0.9;2.16;0.0;0.0;5;1;9.25
176.79;590.17;0.01;0.0;0.82;7.92;7.92;88.84;0.98;2.22;0.0;0.0;5;1;9.5
252.96;633.49;0.06;0.0;0.62;8.28;8.28;86.96;1.24;2.17;0.0;0.0;5;1;9.75
338.82;675.09;0.14;0.0;0.41;8.71;8.71;85.48;1.28;1.98;0.0;0.0;5;1;10.0
486.37;735.77;0.21;0.0;0.12;9.22;9.22;84.15;1.27;1.92;0.0;0.0;5;1;10.25
535.72;774.7;0.29;0.0;0.07;9.67;9.67;81.84;1.47;2.21;0.0;0.0;5;1;10.5
573.37;811.34;0.44;0.0;0.03;10.06;10.06;79.04;1.7;2.43;0.0;0.0;5;1;10.75
600.78;845.97;0.65;0.0;0.01;10.45;10.45;77.65;1.73;2.44;0.0;0.0;5;1;11.0
633.98;894.65;1.0;0.0;0.0;10.75;10.75;75.51;1.84;2.57;0.0;0.0;5;1;11.25
654.36;924.58;1.0;0.0;0.0;10.92;10.92;72.17;1.98;2.7;0.0;0.0;5;1;11.5
670.03;952.04;1.0;0.0;0.0;11.18;11.18;69.33;1.98;2.69;0.0;0.0;5;1;11.75
681.59;977.33;1.0;0.0;0.0;11.45;11.45;66.85;1.97;2.66;0.0;0.0;5;1;12.0
697.79;1010.7;1.0;0.0;0.0;11.67;11.67;64.37;2.01;2.67;0.0;0.0;5;1;12.25
713.42;1029.58;1.0;0.0;0.0;11.74;11.74;62.11;2.02;2.62;0.0;0.0;5;1;12.5
729.03;1045.99;0.89;0.0;0.01;11.84;11.84;60.59;1.97;2.54;0.0;0.0;5;1;12.75
744.61;1060.22;0.68;0.0;0.01;12.04;12.04;59.7;1.91;2.47;0.0;0.0;5;1;13.0
756.86;1076.0;0.86;0.01;0.01;12.23;12.23;58.98;1.89;2.42;0.0;0.0;5;1;13.25
750.13;1082.56;0.96;0.01;0.0;12.32;12.32;58.18;1.83;2.3;0.0;0.0;5;1;13.5
736.93;1086.79;1.0;0.01;0.0;12.34;12.34;57.35;1.72;2.11;0.0;0.0;5;1;13.75
718.04;1088.99;1.0;0.01;0.01;12.43;12.43;56.68;1.67;2.05;0.0;0.0;5;1;14.0
613.63;1086.11;1.0;0.02;0.18;12.57;12.57;56.3;1.73;2.16;0.0;0.0;5;1;14.25
461.53;1079.89;1.0;0.02;0.55;12.67;12.67;56.25;1.93;2.49;0.0;0.0;5;1;14.5
359.42;1071.66;1.0;0.04;0.77;12.66;12.66;56.78;2.27;3.09;0.0;0.0;5;1;14.75
301.05;1061.69;1.0;0.07;0.86;12.51;12.51;57.87;2.68;3.85;0.0;0.0;5;1;15.0
455.84;1040.34;1.0;0.2;0.14;12.58;12.58;58.24;2.94;4.44;0.0;0.0;5;1;15.25
438.08;1021.76;1.0;0.3;0.04;12.58;12.58;58.47;2.9;4.45;0.0;0.0;5;1;15.5
439.78;1001.64;1.0;0.3;0.02;12.56;12.56;58.37;2.72;4.15;0.0;0.0;5;1;15.75
458.51;980.16;1.0;0.2;0.04;12.69;12.69;57.66;2.55;3.84;0.0;0.0;5;1;16.0
